status_id,user_id,text,is_quote_status,retweet_count,favorite_count,favorited,retweeted,created_at
"1199983940674547712","2542290469","RT @OpenArmsSupport: It only takes a moment to #CheckYourMates.  Operation Compass’ ‘Check Your Mates’ campaign encourages veterans to make…",false,6,0,false,false,"Thu Nov 28 09:30:40 +0000 2019"
"1199975435309735936","3186423806","@NZDefenceForce @DeptDefence @USArmy @BritishArmy is this because of some unethical lawless bullcrap in play, I LOV… https://t.co/4o3COlDFPr",false,0,0,false,false,"Thu Nov 28 08:56:52 +0000 2019"
"1199972632185032710","3186423806","RT @DeptDefence: #YourADF has been working with Emergency Management Australia to assist with firefighting efforts in New South Wales, Quee…",false,8,0,false,false,"Thu Nov 28 08:45:44 +0000 2019"
"1199971115243687936","1038999449622564864","RT @DeptDefence: #YourADF has been working with Emergency Management Australia to assist with firefighting efforts in New South Wales, Quee…",false,8,0,false,false,"Thu Nov 28 08:39:42 +0000 2019"
"1199969188946698246","1131129832476094464","@DeptDefence @SouthBasinComm Is that @RickGladigau in that picture? #YourADF @AusDairyFarmers",false,0,0,false,false,"Thu Nov 28 08:32:03 +0000 2019"
"1199960451376791552","1112021207149436934","RT @DarrenChesterMP: .@AustralianArmy soldiers Private Emily Kapernick &amp; Private Abbey Walters greet local school children with a high five…",false,4,0,false,false,"Thu Nov 28 07:57:20 +0000 2019"
"1199960428249407490","168891447","RT @DarrenChesterMP: .@AustralianArmy soldiers Private Emily Kapernick &amp; Private Abbey Walters greet local school children with a high five…",false,4,0,false,false,"Thu Nov 28 07:57:14 +0000 2019"
"1199956896267898880","1098184298769801217","RT @DeptDefence: #YourADF has been working with Emergency Management Australia to assist with firefighting efforts in New South Wales, Quee…",false,8,0,false,false,"Thu Nov 28 07:43:12 +0000 2019"
"1199953181612158977","1037016063093956608","RT @DeptDefence: #YourADF has been working with Emergency Management Australia to assist with firefighting efforts in New South Wales, Quee…",false,8,0,false,false,"Thu Nov 28 07:28:27 +0000 2019"
"1199951933101899777","911385596932743173","@DeptDefence God Bless You.",false,0,1,false,false,"Thu Nov 28 07:23:29 +0000 2019"
"1199950222203375616","1077703842148438016","RT @DeptDefence: #YourADF has been working with Emergency Management Australia to assist with firefighting efforts in New South Wales, Quee…",false,8,0,false,false,"Thu Nov 28 07:16:41 +0000 2019"
"1199940612474060800","92443545","RT @DarrenChesterMP: .@AustralianArmy soldiers Private Emily Kapernick &amp; Private Abbey Walters greet local school children with a high five…",false,4,0,false,false,"Thu Nov 28 06:38:30 +0000 2019"
"1199940315597066240","514866289",".@AustralianArmy soldiers Private Emily Kapernick &amp; Private Abbey Walters greet local school children with a high f… https://t.co/FK21dIWRe1",false,4,16,false,false,"Thu Nov 28 06:37:19 +0000 2019"
"1199935411348373505","2490917498","@DVAAus @DeptDefence DSH benefits should not be made transferable to a non-ADF spouse following a divorce. They sho… https://t.co/pJcFaNE1PX",false,0,1,false,false,"Thu Nov 28 06:17:50 +0000 2019"
"1199931247142690816","1183540731299786752","RT @DVAAus: More than 300,000 @DeptDefence members &amp; veterans, including Reservists &amp; Peacekeepers, can now access low cost home building i…",false,1,0,false,false,"Thu Nov 28 06:01:17 +0000 2019"
"1199930033260777474","186333073","More than 300,000 @DeptDefence members &amp; veterans, including Reservists &amp; Peacekeepers, can now access low cost hom… https://t.co/QaG9FYrlow",false,1,9,false,false,"Thu Nov 28 05:56:28 +0000 2019"
"1199922465939443712","1182034725000511488","RT @DeptDefence: #WATCH 🍿As #YourADF's third Air Warfare Destroyer, NUSHIP Sydney successfully completes sea trials, keeping her on track f…",false,4,0,false,false,"Thu Nov 28 05:26:24 +0000 2019"
"1199912362284732417","1082549800099184640","RT @DeptDefence: #WATCH 🍿As #YourADF's third Air Warfare Destroyer, NUSHIP Sydney successfully completes sea trials, keeping her on track f…",false,4,0,false,false,"Thu Nov 28 04:46:15 +0000 2019"
"1199908872451805184","846391998","We should incorporate Taiwan contingency planning into ADF thinking within @DeptDefence and coordinate more closely… https://t.co/ajZQ0HfeQJ",false,0,1,false,false,"Thu Nov 28 04:32:23 +0000 2019"
"1199905406144827393","4221688518","RT @DeptDefence: #WATCH 🍿As #YourADF's third Air Warfare Destroyer, NUSHIP Sydney successfully completes sea trials, keeping her on track f…",false,4,0,false,false,"Thu Nov 28 04:18:36 +0000 2019"
"1199904754836660224","147758375","Contribute to our audit assessing the effectiveness of the @DeptDefence’s procurement and contract management of th… https://t.co/BN9guFD9uc",false,1,1,false,false,"Thu Nov 28 04:16:01 +0000 2019"
"1199901156526321664","871105544269873152","RT @DeptDefence: #WATCH 🍿As #YourADF's third Air Warfare Destroyer, NUSHIP Sydney successfully completes sea trials, keeping her on track f…",false,4,0,false,false,"Thu Nov 28 04:01:43 +0000 2019"
"1199875687428935680","1060584227547181056","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Thu Nov 28 02:20:31 +0000 2019"
"1199872970421784576","983508625","RT @DeptDefence: .@Australian_Navy's HMAS Sirius conducts a dual replenishment at sea with Malaysian ships KD Lekiu and KD Kelantan during…",false,11,0,false,false,"Thu Nov 28 02:09:43 +0000 2019"
